step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAP_pcutoff,metrics/test.mAR,metrics/test.mAR_pcutoff,metrics/test.rmse,metrics/test.rmse_pcutoff
1,0.0007723246235400438,0.24603255093097687,0.006536975968629122,0.006536975968629122,0.0016675041988492012,0.36574774980545044,0.009977445937693119,0.009977445937693119,0.561056105610561,0.0,1.6666666666666667,0.0,24.528474807739258,18.649295806884766
2,0.0007757224957458675,0.20002973079681396,0.00538860447704792,0.00538860447704792,0.00118629343342036,0.18124979734420776,0.005124392919242382,0.005124392919242382,22.524752475247524,12.970297029702971,30.0,16.666666666666664,8.58863353729248,4.370119571685791
3,0.0005829269648529589,0.12207406014204025,0.003343314863741398,0.003343314863741398,0.0009280855301767588,0.140486940741539,0.0039762165397405624,0.0039762165397405624,44.52970297029703,21.871287128712876,45.0,25.0,7.535678386688232,8.001282691955566
4,0.0006657395861111581,0.11729233711957932,0.003265178529545665,0.003265178529545665,0.0008105445303954184,0.1297951489686966,0.0036501504946500063,0.0036501504946500063,28.935643564356432,28.935643564356432,38.33333333333333,38.33333333333333,28.257862091064453,28.257862091064453
5,0.00038141958066262305,0.1088995411992073,0.0029131982009857893,0.0029131982009857893,0.0004715370596386492,0.09395930916070938,0.002584750996902585,0.002584750996902585,52.71287128712871,52.71287128712871,53.333333333333336,53.333333333333336,3.7821693420410156,3.7821693420410156
6,0.000347442488418892,0.08965287357568741,0.0024150433018803596,0.0024150433018803596,0.0003362470888532698,0.07999571412801743,0.0021680165082216263,0.0021680165082216263,60.618811881188115,60.618811881188115,63.33333333333334,63.33333333333334,3.3863797187805176,3.3863797187805176
7,0.0003743648703675717,0.08317408710718155,0.0022665350697934628,0.0022665350697934628,0.00035288502112962306,0.0811646580696106,0.002205559052526951,0.002205559052526951,60.742574257425744,24.17161716171617,61.66666666666667,25.0,3.5708682537078857,3.411868095397949
8,0.00019336499099154025,0.06309715658426285,0.0016741113504394889,0.0016741113504394889,0.00033972898381762207,0.0690758228302002,0.0018967600772157311,0.0018967600772157311,63.26732673267327,63.26732673267327,65.00000000000001,65.00000000000001,2.88344669342041,2.88344669342041
9,0.00018366922449786216,0.0699760839343071,0.0018412364879623055,0.0018412364879623055,0.00023411439906340092,0.059677593410015106,0.0016089968848973513,0.0016089968848973513,59.445544554455445,59.445544554455445,61.66666666666667,61.66666666666667,3.2530736923217773,3.2530736923217773
10,0.00021323222608771175,0.05099746212363243,0.001381552778184414,0.001381552778184414,0.00022525680833496153,0.06355422735214233,0.001701484085060656,0.001701484085060656,76.73267326732673,76.73267326732673,78.33333333333333,78.33333333333333,2.261795997619629,2.261795997619629
11,0.00028872446273453534,0.06932062655687332,0.0018773777410387993,0.0018773777410387993,0.0002861179818864912,0.056841008365154266,0.001564084435813129,0.001564084435813129,74.3069306930693,74.3069306930693,76.66666666666666,76.66666666666666,2.4579687118530273,2.4579687118530273
12,0.0002159395517082885,0.06950867176055908,0.0018456866964697838,0.0018456866964697838,0.00032928978907875717,0.05630277842283249,0.001572214299812913,0.001572214299812913,57.57425742574257,57.57425742574257,60.00000000000001,60.00000000000001,3.3410768508911133,3.271497964859009
13,0.00022144442482385784,0.08055128902196884,0.00212450441904366,0.00212450441904366,0.0002255582221550867,0.04967113211750984,0.0013545574620366096,0.0013545574620366096,47.054455445544555,47.054455445544555,49.999999999999986,49.999999999999986,3.7059593200683594,3.7059593200683594
14,0.00022432189143728465,0.05795606970787048,0.001561062759719789,0.001561062759719789,0.0002468813327141106,0.04885643720626831,0.0013448518002405763,0.0013448518002405763,71.36138613861385,71.36138613861385,73.33333333333333,73.33333333333333,2.6995387077331543,2.6995387077331543
15,0.0002582012093625963,0.07385402172803879,0.001975450897589326,0.001975450897589326,0.00028041188488714397,0.050792865455150604,0.0014100276166573167,0.0014100276166573167,56.83168316831683,56.83168316831683,60.0,60.0,3.305574417114258,3.3976986408233643
16,0.0004598609230015427,0.0907459557056427,0.0024985794443637133,0.0024985794443637133,0.0007145156268961728,0.06477829813957214,0.00197671540081501,0.00197671540081501,53.88613861386139,29.544554455445542,59.999999999999986,31.66666666666666,3.117337226867676,2.885852336883545
17,0.00022213176998775452,0.0833057090640068,0.0021937086712569,0.0021937086712569,0.0003114274004474282,0.05092620104551315,0.001428868854418397,0.001428868854418397,54.83168316831682,54.83168316831682,54.99999999999999,54.99999999999999,3.976313591003418,3.976313591003418
18,0.0002899518876802176,0.08809351921081543,0.0023473140317946672,0.0023473140317946672,0.0002112121437676251,0.03792605921626091,0.0010537577327340841,0.0010537577327340841,51.4026402640264,51.4026402640264,53.33333333333334,53.33333333333334,3.6186256408691406,3.6186256408691406
19,0.0003620880888774991,0.08334260433912277,0.0022646093275398016,0.0022646093275398016,0.00020815581956412643,0.03956783190369606,0.0010932737495750189,0.0010932737495750189,58.92574257425742,42.48844884488449,63.33333333333334,43.33333333333334,5.014614582061768,3.2258224487304688
20,0.00025365143665112555,0.06653288751840591,0.0017901478568091989,0.0017901478568091989,0.00024010345805436373,0.03988933563232422,0.001117285224609077,0.001117285224609077,70.87458745874588,70.87458745874588,75.0,75.0,2.6716020107269287,2.6716020107269287
21,0.0001583587727509439,0.050248656421899796,0.0013353958493098617,0.0013353958493098617,0.00022569848806597292,0.03804735466837883,0.0010640331311151385,0.0010640331311151385,66.31188118811882,66.31188118811882,68.33333333333333,68.33333333333333,2.7667579650878906,2.7667579650878906
22,0.00013048715482000262,0.05557064712047577,0.0014545097947120667,0.0014545097947120667,0.00015740041271783412,0.034058909863233566,0.0009301729733124375,0.0009301729733124375,60.321782178217816,60.321782178217816,63.33333333333334,63.33333333333334,3.099477529525757,3.099477529525757
23,0.00017277609731536359,0.06546293944120407,0.0017229613149538636,0.0017229613149538636,0.0002655689022503793,0.03552721440792084,0.0010209649335592985,0.0010209649335592985,66.95544554455446,66.95544554455446,68.33333333333333,68.33333333333333,2.982883930206299,2.982883930206299
24,0.00012963700282853097,0.04573146626353264,0.0012081052409484982,0.0012081052409484982,0.00012597597378771752,0.025586657226085663,0.0007026544772088528,0.0007026544772088528,75.56930693069307,75.56930693069307,76.66666666666667,76.66666666666667,2.5024263858795166,2.5024263858795166
25,0.00013626930012833327,0.06021752953529358,0.0015735728666186333,0.0015735728666186333,0.00013945283717475832,0.03434953838586807,0.0009284648695029318,0.0009284648695029318,60.321782178217816,60.321782178217816,61.66666666666667,61.66666666666667,3.1264591217041016,3.1264591217041016
26,0.0002295043523190543,0.07346216589212418,0.0019513062434270978,0.0019513062434270978,0.00014115670637693256,0.03471233323216438,0.0009383867727592587,0.0009383867727592587,60.321782178217816,60.321782178217816,61.66666666666667,61.66666666666667,3.2708821296691895,3.2708821296691895
27,0.00012329647142905742,0.056406181305646896,0.0014718027086928487,0.0014718027086928487,0.00011020298552466556,0.02463344857096672,0.0006709377630613744,0.0006709377630613744,61.163366336633665,61.163366336633665,63.33333333333334,63.33333333333334,2.992608070373535,2.992608070373535
28,0.00010420021862955764,0.05015857517719269,0.0013060645433142781,0.0013060645433142781,0.0001016338137560524,0.02313341572880745,0.0006291524041444063,0.0006291524041444063,70.84158415841584,70.84158415841584,73.33333333333333,73.33333333333333,2.5520269870758057,2.5520269870758057
29,0.00010231361375190318,0.04768542945384979,0.0012432924704626203,0.0012432924704626203,0.00011577831173781306,0.026349786669015884,0.0007166339200921357,0.0007166339200921357,75.33003300330033,75.33003300330033,76.66666666666667,76.66666666666667,2.6621336936950684,2.6621336936950684
30,0.00010934679448837414,0.0470588356256485,0.001231144298799336,0.001231144298799336,0.00011417834321036935,0.026453105732798576,0.0007184167625382543,0.0007184167625382543,73.26732673267327,73.26732673267327,73.33333333333331,73.33333333333331,2.6319997310638428,2.6319997310638428
31,9.739896631799638e-05,0.04519030451774597,0.0011784570524469018,0.0011784570524469018,0.0001301058946410194,0.02616831474006176,0.0007192607736214995,0.0007192607736214995,76.73267326732673,76.73267326732673,78.33333333333333,78.33333333333333,2.532362222671509,2.532362222671509
32,0.00016200482787098736,0.05328876152634621,0.0014132214710116386,0.0014132214710116386,0.00010422637569718063,0.02586279809474945,0.0006986831431277096,0.0006986831431277096,71.36138613861385,71.36138613861385,73.33333333333333,73.33333333333333,2.6117639541625977,2.6117639541625977
33,0.0001389995450153947,0.047441158443689346,0.0012555288849398494,0.0012555288849398494,9.869207860901952e-05,0.021670373156666756,0.0005911053158342838,0.0005911053158342838,72.2029702970297,65.47029702970298,73.33333333333333,66.66666666666667,2.721062660217285,2.7415380477905273
34,0.0001176488003693521,0.04877831041812897,0.001278282143175602,0.001278282143175602,0.00011627994535956532,0.022814488038420677,0.0006285021081566811,0.0006285021081566811,67.47524752475248,67.47524752475248,70.0,70.0,2.7269067764282227,2.7269067764282227
35,8.732444985071197e-05,0.039024848490953445,0.001019283547066152,0.001019283547066152,0.00014544195437338203,0.026897232979536057,0.0007451517740264535,0.0007451517740264535,79.25742574257426,79.25742574257426,80.0,80.0,2.388796806335449,2.388796806335449
36,0.0006698979414068162,0.12602193653583527,0.00348549778573215,0.00348549778573215,0.0003926967328879982,0.03750547766685486,0.0011339853517711163,0.0011339853517711163,29.876237623762375,2.103960396039604,35.0,5.0,8.493598937988281,8.549579620361328
37,0.0002008429291890934,0.0627635046839714,0.0016695093363523483,0.0016695093363523483,0.0004396766016725451,0.04457903653383255,0.0013343144673854113,0.0013343144673854113,64.10891089108911,64.10891089108911,65.0,65.0,3.1102359294891357,3.1102359294891357
38,0.00015333986084442586,0.05385379493236542,0.0014230147935450077,0.0014230147935450077,0.00013436887820716947,0.029802201315760612,0.0008122394210658967,0.0008122394210658967,66.21287128712872,66.21287128712872,68.33333333333333,68.33333333333333,2.7769880294799805,2.7769880294799805
39,0.00021510676015168428,0.07238474488258362,0.0019171721069142222,0.0019171721069142222,0.00012838392285630107,0.02812766842544079,0.0007673836662434042,0.0007673836662434042,69.25742574257426,69.25742574257426,71.66666666666667,71.66666666666667,2.738999605178833,2.738999605178833
40,0.00013120703806634992,0.06207241117954254,0.0016174135962501168,0.0016174135962501168,0.00011438567889854312,0.024163706228137016,0.0006612854776903987,0.0006612854776903987,53.16831683168317,53.16831683168317,55.00000000000001,55.00000000000001,3.254617214202881,3.254617214202881
41,0.0001319253206020221,0.0653090551495552,0.0016986890695989132,0.0016986890695989132,0.0002258204622194171,0.03379783406853676,0.0009578561293892562,0.0009578561293892562,67.55775577557756,67.55775577557756,70.0,70.0,3.089292526245117,3.089292526245117
42,0.000128903440781869,0.05847864970564842,0.0015264180256053805,0.0015264180256053805,0.0001365571515634656,0.026612592861056328,0.0007335933623835444,0.0007335933623835444,66.63366336633663,66.63366336633663,68.33333333333333,68.33333333333333,2.9424335956573486,2.9424335956573486
43,8.525404700776562e-05,0.04373471438884735,0.0011359949130564928,0.0011359949130564928,0.0001142485998570919,0.022303393110632896,0.0006147091626189649,0.0006147091626189649,74.90924092409242,74.90924092409242,76.66666666666667,76.66666666666667,2.6484105587005615,2.6484105587005615
44,0.00014146696776151657,0.0515068881213665,0.0013584056869149208,0.0013584056869149208,0.0001263812300749123,0.02138066664338112,0.0005977073451504111,0.0005977073451504111,69.37293729372938,69.37293729372938,73.33333333333334,73.33333333333334,2.9547343254089355,2.9547343254089355
45,0.00027643193607218564,0.09815987199544907,0.0025922127533704042,0.0025922127533704042,0.00012365527800284326,0.02250073105096817,0.0006243459647521377,0.0006243459647521377,54.15016501650166,54.15016501650166,58.33333333333333,58.33333333333333,3.6857457160949707,3.6857457160949707
46,0.00011025831190636382,0.05247252807021141,0.0013669423060491681,0.0013669423060491681,0.00012116407015128061,0.022420281544327736,0.0006210890715010464,0.0006210890715010464,64.95049504950495,64.95049504950495,68.33333333333333,68.33333333333333,2.8429834842681885,2.8429834842681885
47,0.00012285490811336786,0.04663025215268135,0.0012271838495507836,0.0012271838495507836,9.109021630138159e-05,0.019702695310115814,0.000538112479262054,0.000538112479262054,74.34818481848185,74.34818481848185,75.0,75.0,2.6743662357330322,2.6743662357330322
48,0.00014459223893936723,0.04861587658524513,0.0012876931577920914,0.0012876931577920914,0.00011917854135390371,0.023689934983849525,0.0006518375594168901,0.0006518375594168901,69.15841584158416,69.15841584158416,70.0,70.0,2.822725772857666,2.822725772857666
49,8.795474423095584e-05,0.03571412339806557,0.0009368304163217545,0.0009368304163217545,0.00012619089102372527,0.021276339888572693,0.0005950038903392851,0.0005950038903392851,83.36633663366337,83.36633663366337,83.33333333333333,83.33333333333333,2.249373197555542,2.249373197555542
50,9.254751057596877e-05,0.03718619793653488,0.0009759287349879742,0.0009759287349879742,9.935508569469675e-05,0.022932590916752815,0.000622992345597595,0.000622992345597595,81.37788778877886,81.37788778877886,83.33333333333334,83.33333333333334,2.2292299270629883,2.2292299270629883
51,0.00010530996951274574,0.05961115285754204,0.001542933750897646,0.001542933750897646,7.851776172174141e-05,0.01721329800784588,0.0004695912648458034,0.0004695912648458034,71.08085808580859,71.08085808580859,73.33333333333333,73.33333333333333,2.7096643447875977,2.7096643447875977
52,0.0001062090159393847,0.045041605830192566,0.0011791448341682553,0.0011791448341682553,0.00012153684656368569,0.017955591902136803,0.0005096581880934536,0.0005096581880934536,71.16336633663366,71.16336633663366,71.66666666666666,71.66666666666666,2.6529221534729004,2.6529221534729004
53,0.00011888957669725642,0.05264568701386452,0.0013755870750173926,0.0013755870750173926,9.166386735159904e-05,0.018343571573495865,0.000504421244841069,0.000504421244841069,66.3943894389439,66.3943894389439,70.0,70.0,2.748415946960449,2.748415946960449
54,8.401858940487728e-05,0.03482941538095474,0.0009127447265200317,0.0009127447265200317,8.732700371183455e-05,0.018794601783156395,0.0005135285318829119,0.0005135285318829119,84.62871287128712,84.62871287128712,86.66666666666669,86.66666666666669,2.026904582977295,2.026904582977295
55,7.1604699769523e-05,0.03495592623949051,0.0009097005240619183,0.0009097005240619183,7.79544934630394e-05,0.01786314882338047,0.000485555938212201,0.000485555938212201,81.02970297029702,81.02970297029702,83.33333333333333,83.33333333333333,2.2944729328155518,2.2944729328155518
56,7.534369797213003e-05,0.02764899469912052,0.0007288968190550804,0.0007288968190550804,7.308675412787125e-05,0.015660591423511505,0.00042805817793123424,0.00042805817793123424,79.9009900990099,79.9009900990099,80.0,80.0,2.2932748794555664,2.2932748794555664
57,7.48298698454164e-05,0.04010359197854996,0.0010400047758594155,0.0010400047758594155,7.835309952497482e-05,0.01489364355802536,0.0004115176561754197,0.0004115176561754197,77.19471947194721,77.19471947194721,80.0,80.0,2.320478916168213,2.320478916168213
58,7.995102350832894e-05,0.03716706484556198,0.0009691521991044283,0.0009691521991044283,7.94695079093799e-05,0.0183644350618124,0.0004988457076251507,0.0004988457076251507,82.07095709570956,82.07095709570956,85.0,85.0,2.0570623874664307,2.0570623874664307
59,9.846303146332502e-05,0.027095511555671692,0.0007266192696988583,0.0007266192696988583,7.416572043439373e-05,0.01673365756869316,0.0004554242768790573,0.0004554242768790573,86.63366336633663,86.63366336633663,86.66666666666669,86.66666666666669,2.1724209785461426,2.1724209785461426
60,0.0004617767408490181,0.12715253233909607,0.003409701632335782,0.003409701632335782,0.00018078979337587953,0.027694230899214745,0.0007827506633475423,0.0007827506633475423,53.26732673267327,44.34323432343235,55.00000000000001,46.666666666666664,5.518547058105469,3.422877788543701
61,0.0002036376390606165,0.06130719184875488,0.0016344987088814378,0.0016344987088814378,0.0007760262815281749,0.06385184079408646,0.001984309172257781,0.001984309172257781,63.133663366336634,52.8052805280528,66.66666666666667,56.666666666666664,2.8403425216674805,2.745941400527954
62,0.00012970402895007282,0.045166242867708206,0.0011940080439671874,0.0011940080439671874,0.0003001549921464175,0.03381836786866188,0.0009955366840586066,0.0009955366840586066,67.15346534653466,67.15346534653466,70.0,70.0,2.5327367782592773,2.5327367782592773
63,0.00010186386498389766,0.04477493464946747,0.0011703053023666143,0.0011703053023666143,9.697092900751159e-05,0.01963859610259533,0.00053945038234815,0.00053945038234815,73.36633663366337,73.36633663366337,75.0,75.0,2.7306947708129883,2.7306947708129883
64,8.538857946405187e-05,0.04396539926528931,0.0011418291833251715,0.0011418291833251715,8.962635911302641e-05,0.017104744911193848,0.0004724317986983806,0.0004724317986983806,76.74917491749174,76.74917491749174,78.33333333333334,78.33333333333334,2.7141714096069336,2.7141714096069336
65,7.246933819260448e-05,0.029398344457149506,0.0007711932994425297,0.0007711932994425297,7.448363612638786e-05,0.016968775540590286,0.00046146122622303665,0.00046146122622303665,82.83828382838283,82.83828382838283,85.0,85.0,2.220470428466797,2.220470428466797
66,7.241921412060037e-05,0.04249882698059082,0.0010986803099513054,0.0010986803099513054,6.465386104537174e-05,0.01571766287088394,0.00042526848847046494,0.00042526848847046494,74.3069306930693,74.3069306930693,76.66666666666666,76.66666666666666,2.471052408218384,2.471052408218384
67,8.0861609603744e-05,0.03834929317235947,0.0009991631377488375,0.0009991631377488375,7.773589459247887e-05,0.01697523705661297,0.0004632488708011806,0.0004632488708011806,73.60561056105611,73.60561056105611,76.66666666666667,76.66666666666667,2.5720407962799072,2.5720407962799072
68,0.00011491936311358586,0.04137095436453819,0.0010917334584519267,0.0010917334584519267,7.03577752574347e-05,0.013884962536394596,0.00038230294012464583,0.00038230294012464583,77.75577557755776,77.75577557755776,80.0,80.0,2.380706310272217,2.380706310272217
69,0.0004990343586541712,0.052834440022706985,0.0015703780809417367,0.0015703780809417367,0.0001622672425583005,0.026949044317007065,0.0007548597641289234,0.0007548597641289234,71.16336633663366,61.06435643564356,73.33333333333334,63.33333333333334,2.590146780014038,2.560314893722534
70,0.00027497633709572256,0.07155770808458328,0.001926430850289762,0.001926430850289762,0.00016505813982803375,0.02452542819082737,0.0006956648430787027,0.0006956648430787027,69.08415841584159,69.08415841584159,73.33333333333333,73.33333333333333,2.9219846725463867,2.9219846725463867
71,8.232164691435173e-05,0.042220812290906906,0.0010966809932142496,0.0010966809932142496,0.00010331972589483485,0.022295646369457245,0.0006090510869398713,0.0006090510869398713,75.37128712871286,75.37128712871286,78.33333333333333,78.33333333333333,2.6199471950531006,2.6199471950531006
72,0.00012232908920850605,0.04657358303666115,0.0012255040928721428,0.0012255040928721428,0.0001882405485957861,0.021863991394639015,0.0006407200708054006,0.0006407200708054006,76.17161716171617,76.17161716171617,78.33333333333334,78.33333333333334,2.5947415828704834,2.5947415828704834
73,7.673825894016773e-05,0.04021988436579704,0.0010438661556690931,0.0010438661556690931,6.920675514265895e-05,0.014347422868013382,0.00039328893763013184,0.00039328893763013184,79.48844884488449,79.48844884488449,83.33333333333334,83.33333333333334,2.389681100845337,2.389681100845337
74,9.495605627307668e-05,0.046823885291814804,0.0012180752819404006,0.0012180752819404006,6.006429248373024e-05,0.015154019929468632,0.0004088826244696975,0.0004088826244696975,70.0,70.0,71.66666666666667,71.66666666666667,2.612483024597168,2.612483024597168
75,0.00011597153934417292,0.04680074751377106,0.0012280043447390199,0.0012280043447390199,6.98629446560517e-05,0.014623652212321758,0.0004005227820016444,0.0004005227820016444,74.45544554455445,74.45544554455445,78.33333333333334,78.33333333333334,2.669187307357788,2.669187307357788
76,9.104023774852976e-05,0.050265561789274216,0.0013021590420976281,0.0013021590420976281,6.59957222524099e-05,0.015104137361049652,0.00041060129296965897,0.00041060129296965897,65.96534653465346,65.96534653465346,70.0,70.0,2.7260687351226807,2.7260687351226807
77,0.00013813326950185,0.0502849780023098,0.0013261911226436496,0.0013261911226436496,8.146703476086259e-05,0.01634342223405838,0.00044931904994882643,0.00044931904994882643,73.86138613861387,73.86138613861387,78.33333333333334,78.33333333333334,2.6477720737457275,2.6477720737457275
78,0.00010670712072169408,0.0437890850007534,0.001148080569691956,0.001148080569691956,6.0223803302505985e-05,0.01574086956679821,0.0004236336681060493,0.0004236336681060493,78.77062706270627,78.77062706270627,81.66666666666667,81.66666666666667,2.5172622203826904,2.5172622203826904
79,7.572556933155283e-05,0.037622787058353424,0.000978432479314506,0.000978432479314506,0.00010889652912737802,0.018365411087870598,0.0005135835381224751,0.0005135835381224751,76.31188118811882,76.31188118811882,78.33333333333334,78.33333333333334,2.422037363052368,2.422037363052368
80,7.500958599848673e-05,0.03772113099694252,0.0009805330773815513,0.0009805330773815513,5.4212687246035784e-05,0.014729585498571396,0.0003953459672629833,0.0003953459672629833,82.54125412541255,82.54125412541255,85.00000000000001,85.00000000000001,2.3041155338287354,2.3041155338287354
81,6.909327930770814e-05,0.034144360572099686,0.0008881555986590683,0.0008881555986590683,5.4722404456697404e-05,0.012505991384387016,0.0003400109999347478,0.0003400109999347478,80.54455445544555,80.54455445544555,85.0,85.0,2.321906089782715,2.321906089782715
82,0.00012154343858128414,0.0543980598449707,0.0014207232743501663,0.0014207232743501663,8.399439684581012e-05,0.016554852947592735,0.0004558685759548098,0.0004558685759548098,71.02310231023102,71.02310231023102,73.33333333333334,73.33333333333334,2.615689992904663,2.615689992904663
83,9.295790368923917e-05,0.03482039272785187,0.0009169888217002153,0.0009169888217002153,8.783597149886191e-05,0.0166592039167881,0.00046039806329645216,0.00046039806329645216,76.33663366336634,76.33663366336634,80.0,80.0,2.3378825187683105,2.3378825187683105
84,8.459697710350156e-05,0.03537200391292572,0.0009265986154787242,0.0009265986154787242,7.055176683934405e-05,0.0170480664819479,0.00046147758257575333,0.00046147758257575333,80.6980198019802,80.6980198019802,83.33333333333333,83.33333333333333,2.41652774810791,2.41652774810791
85,0.00010802411270560697,0.029946772381663322,0.0008026813738979399,0.0008026813738979399,5.392423190642148e-05,0.013269237242639065,0.00035869303974322975,0.00035869303974322975,84.99009900990099,84.99009900990099,88.33333333333331,88.33333333333331,2.076723098754883,2.076723098754883
86,7.995805935934186e-05,0.03471381962299347,0.0009078244329430163,0.0009078244329430163,5.511722338269465e-05,0.01209678128361702,0.0003299781819805503,0.0003299781819805503,81.2178217821782,81.2178217821782,83.33333333333333,83.33333333333333,2.035020112991333,2.035020112991333
87,7.94258012319915e-05,0.035560715943574905,0.0009287307038903236,0.0009287307038903236,9.187631076201797e-05,0.016209261491894722,0.0004511697043199092,0.0004511697043199092,79.11386138613861,79.11386138613861,81.66666666666667,81.66666666666667,2.3688178062438965,2.3688178062438965
88,0.00011425558477640152,0.04083118960261345,0.0010779075091704726,0.0010779075091704726,6.946708163013682e-05,0.014581868425011635,0.00039928025216795504,0.00039928025216795504,76.74917491749174,76.74917491749174,78.33333333333334,78.33333333333334,2.5093531608581543,2.5093531608581543
89,8.92437165020965e-05,0.03982137516140938,0.0010401563486084342,0.0010401563486084342,7.272510265465826e-05,0.014405129477381706,0.0003964907955378294,0.0003964907955378294,72.1039603960396,72.1039603960396,73.33333333333333,73.33333333333333,2.541529655456543,2.541529655456543
90,6.526405195472762e-05,0.03686169907450676,0.0009541744366288185,0.0009541744366288185,7.018648466328159e-05,0.014405405148863792,0.0003952283877879381,0.0003952283877879381,79.78382838283828,79.78382838283828,81.66666666666667,81.66666666666667,2.375850200653076,2.375850200653076
91,0.00013666828454006463,0.06083586439490318,0.001589230727404356,0.001589230727404356,5.7227043726015836e-05,0.013435888104140759,0.0003645107208285481,0.0003645107208285481,62.524752475247524,50.0,65.0,53.33333333333334,2.978733777999878,2.888805627822876
92,0.00021341351384762675,0.09419435262680054,0.0024615656584501266,0.0024615656584501266,0.00010354364349041134,0.02720671333372593,0.0007319396827369928,0.0007319396827369928,41.96369636963696,43.46534653465346,49.999999999999986,44.99999999999999,4.273125648498535,3.1745262145996094
93,0.00010377943544881418,0.05057482421398163,0.001316260197199881,0.001316260197199881,7.524988905061036e-05,0.016447551548480988,0.00044881372014060616,0.00044881372014060616,72.84653465346534,72.84653465346534,75.00000000000001,75.00000000000001,2.5850725173950195,2.5850725173950195
94,8.483541751047596e-05,0.03829249367117882,0.0009997300803661346,0.0009997300803661346,6.505454075522721e-05,0.013881830498576164,0.0003795730590354651,0.0003795730590354651,82.1039603960396,82.1039603960396,83.33333333333333,83.33333333333333,2.3050057888031006,2.3050057888031006
95,7.699596608290449e-05,0.041965093463659286,0.001087625278159976,0.001087625278159976,7.999143417691812e-05,0.01695781759917736,0.00046394122182391584,0.00046394122182391584,77.29372937293729,77.29372937293729,78.33333333333334,78.33333333333334,2.6846303939819336,2.6846303939819336
96,9.356551890959963e-05,0.049266230314970016,0.0012784387217834592,0.0012784387217834592,7.167638977989554e-05,0.013568039983510971,0.0003750392352230847,0.0003750392352230847,72.87953795379538,72.87953795379538,76.66666666666667,76.66666666666667,2.5850212574005127,2.5850212574005127
97,6.753797788405791e-05,0.03494744747877121,0.0009074551635421813,0.0009074551635421813,4.771398744196631e-05,0.010843269526958466,0.00029493877082131803,0.00029493877082131803,80.94059405940595,80.94059405940595,81.66666666666667,81.66666666666667,2.3031845092773438,2.3031845092773438
98,5.8374669606564566e-05,0.03782397881150246,0.0009747867588885128,0.0009747867588885128,5.196536221774295e-05,0.012280312366783619,0.0003329905739519745,0.0003329905739519745,81.02970297029702,81.02970297029702,83.33333333333333,83.33333333333333,2.277728319168091,2.277728319168091
99,9.41855541896075e-05,0.04928630590438843,0.0012792504858225584,0.0012792504858225584,5.426177449407987e-05,0.012146539054811,0.00033079434069804847,0.00033079434069804847,75.47854785478548,75.47854785478548,78.33333333333334,78.33333333333334,2.602123737335205,2.602123737335205
100,8.053445344557986e-05,0.046155959367752075,0.0011941661359742284,0.0011941661359742284,5.609366417047568e-05,0.011402321048080921,0.00031310482881963253,0.00031310482881963253,72.07095709570957,72.07095709570957,75.0,75.0,2.642768383026123,2.642768383026123
